M,1231201172,13.88092,-27.537537,-50.55847,0
A,1238769531,2.137848,2.7066345,8.100296,3
G,1239074707,2.20813,0.77809143,0.47958374,3
M,1248657227,13.017273,-31.512451,-48.062134,0
A,1249114990,2.2751465,2.9420013,7.8453217,3
G,1249420166,2.6687164,0.7133484,0.4197235,3
A,1258880615,1.4513855,3.726532,5.805542,3
G,1259246826,3.1464233,0.77685547,0.38061523,3
M,1264862061,12.843323,-32.377625,-47.56317,0
A,1268951416,0.25497437,4.9425507,5.4328766,3
G,1269256592,3.549591,1.032196,0.47102356,3
A,1279083252,-0.39227295,5.844757,4.0795593,3
G,1279418945,3.7450562,1.032196,0.47102356,3
M,1281585693,15.609741,-35.83374,-46.89789,0
A,1289093018,-0.4118805,6.786209,3.0400543,3
G,1289398193,3.7450562,0.5667267,0.7068329,3
M,1299072266,14.053345,-39.118958,-45.399475,0
A,1299621582,-0.49032593,7.0215607,2.6085663,3
G,1299926758,3.8403473,0.014526367,0.82533264,3
A,1309204102,-0.09806824,6.5508423,2.902771,3
G,1309539795,3.81102,-0.69529724,0.8033447,3
M,1315246582,13.362122,-40.846252,-43.736267,0
A,1320007324,0.39227295,5.648636,3.550003,3
G,1320312500,3.7878113,-0.99095154,0.6457367,3
A,1329345703,1.1179657,4.7856445,4.3541565,3
G,1329681397,3.767044,-0.74417114,0.4038391,3
M,1331909180,14.918518,-42.749023,-42.903137,0
A,1339477539,2.3143768,5.0013885,5.040619,3
G,1339813232,3.7560425,-0.020904541,0.13137817,3
M,1349395752,14.399719,-46.723938,-41.73889,0
A,1349884033,3.3146515,6.354706,4.3345337,3
G,1350189209,3.7572784,0.70355225,-0.21923828,3
A,1359588623,3.726532,8.5121765,2.7458649,3
G,1359893799,3.767044,0.79641724,-0.5869751,3
M,1365600586,14.053345,-48.797607,-38.41095,0
A,1369659424,2.4320526,10.3754425,1.0983429,3
G,1369964600,3.7194061,0.008422852,-0.8386383,3
A,1379760742,1.2748718,11.336487,0.84336853,3
G,1380096436,3.527588,-1.2206421,-0.880188,3
M,1382415772,14.227295,-48.625183,-37.911987,0
A,1389801025,1.039505,12.4544525,1.2160187,3
G,1390136719,3.181839,-1.8693848,-0.91316223,3
M,1399780273,13.88092,-51.3916,-36.579895,0
A,1400360107,0.2942047,13.690079,1.7259674,3
G,1400695801,2.8373108,-2.1796875,-0.9962616,3
A,1409942627,-0.58839417,14.356934,2.6085663,3
G,1410247803,2.5269928,-2.2859802,-1.0157928,3
M,1415924072,12.670898,-51.908875,-34.083557,0
